date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:40:58	4719/4719	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Sep%202025%2009:43:52%20GMT	https://acecharityafrica.org/wp-content/plugins/metform/public/assets/lib/cute-alert/style.css?ver=4.0.6	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/metform/public/assets/lib/cute-alert/style8603.css	(from https://acecharityafrica.org/)
12:40:59	22474/22474	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Sep%202025%2009:43:52%20GMT	https://acecharityafrica.org/wp-content/plugins/metform/public/assets/css/text-editor.css?ver=4.0.6	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/metform/public/assets/css/text-editor8603.css	(from https://acecharityafrica.org/)
12:41:00	5456/5456	---M-Z	200	added ('OK')	text/css	date:Fri,%2020%20Jun%202025%2016:02:09%20GMT	https://acecharityafrica.org/wp-content/themes/hello-elementor/assets/css/reset.css?ver=3.4.4	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/themes/hello-elementor/assets/css/resetedb1.css	(from https://acecharityafrica.org/)
12:41:01	5097/5097	---M-Z	200	added ('OK')	text/css	date:Fri,%2020%20Jun%202025%2016:02:09%20GMT	https://acecharityafrica.org/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.4	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/themes/hello-elementor/assets/css/themeedb1.css	(from https://acecharityafrica.org/)
12:41:03	7182/7182	---M-Z	200	added ('OK')	text/css	date:Fri,%2020%20Jun%202025%2016:02:09%20GMT	https://acecharityafrica.org/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.4	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/themes/hello-elementor/assets/css/header-footeredb1.css	(from https://acecharityafrica.org/)
12:41:04	115844/115844	---MCZ	200	added ('OK')	text/css	date:Tue,%2009%20Sep%202025%2009:43:52%20GMT	https://acecharityafrica.org/wp-content/plugins/metform/public/assets/css/metform-ui.css?ver=4.0.6	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/metform/public/assets/css/metform-ui8603.css	(from https://acecharityafrica.org/)
12:41:05	26368/26368	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Sep%202025%2009:43:52%20GMT	https://acecharityafrica.org/wp-content/plugins/metform/public/assets/css/style.css?ver=4.0.6	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/metform/public/assets/css/style8603.css	(from https://acecharityafrica.org/)
12:41:05	10470/10470	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Oct%202025%2009:17:01%20GMT	https://acecharityafrica.org/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.32.4	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/elementor/assets/css/widget-icon-list.min4a4c.css	(from https://acecharityafrica.org/)
12:41:06	995/995	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Mar%202025%2010:44:06%20GMT	https://acecharityafrica.org/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min.css?ver=3.28.0	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/elementor-pro/assets/css/conditionals/popup.min790a.css	(from https://acecharityafrica.org/)
12:41:06	21694/21694	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Oct%202025%2009:23:09%20GMT	https://acecharityafrica.org/wp-content/uploads/elementor/css/post-130.css?ver=1759742589	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/elementor/css/post-13092cc.css	(from https://acecharityafrica.org/)
12:41:07	59344/59344	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Oct%202025%2009:17:02%20GMT	https://acecharityafrica.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.32.4	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min4a4c.css	(from https://acecharityafrica.org/)
12:41:07	26702/26702	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Oct%202025%2009:17:02%20GMT	https://acecharityafrica.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.32.4	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min4a4c.css	(from https://acecharityafrica.org/)
12:41:07	35578/35578	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Oct%202025%2009:23:09%20GMT	https://acecharityafrica.org/wp-content/uploads/elementor/css/post-132.css?ver=1759742589	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/elementor/css/post-13292cc.css	(from https://acecharityafrica.org/)
12:41:08	2985/2985	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Oct%202025%2009:27:32%20GMT	https://acecharityafrica.org/wp-content/uploads/elementor/css/post-30355.css?ver=1759742852	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/elementor/css/post-30355a47b.css	(from https://acecharityafrica.org/)
12:41:08	23044/23044	---M-Z	200	added ('OK')	text/css	date:Fri,%2015%20Aug%202025%2013:17:57%20GMT	https://acecharityafrica.org/wp-content/plugins/mailchimp/assets/css/flick/flick.css?ver=2.0.0	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/mailchimp/assets/css/flick/flick001e.css	(from https://acecharityafrica.org/)
12:41:08	1870/1870	---M-Z	200	added ('OK')	text/css	date:Fri,%2015%20Aug%202025%2013:17:57%20GMT	https://acecharityafrica.org/wp-content/plugins/mailchimp/assets/css/frontend.css?ver=2.0.0	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/mailchimp/assets/css/frontend001e.css	(from https://acecharityafrica.org/)
12:41:09	7746/7746	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Sep%202025%2010:02:57%20GMT	https://acecharityafrica.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=6.3.2	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.mine35d.css	(from https://acecharityafrica.org/)
12:41:09	16872/16872	---M-Z	200	added ('OK')	text/css	date:Thu,%2020%20Mar%202025%2010:02:03%20GMT	https://acecharityafrica.org/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1742464923	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/elementor/google-fonts/css/poppins85ea.css	(from https://acecharityafrica.org/)
12:41:09	26433/26433	---M-Z	200	added ('OK')	text/css	date:Thu,%2020%20Mar%202025%2010:02:05%20GMT	https://acecharityafrica.org/wp-content/uploads/elementor/google-fonts/css/saira.css?ver=1742464925	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/elementor/google-fonts/css/saira97ed.css	(from https://acecharityafrica.org/)
12:41:09	120007/120007	---MCZ	200	added ('OK')	text/css	date:Mon,%2006%20Oct%202025%2009:17:04%20GMT	https://acecharityafrica.org/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.css?ver=2.7.0	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon4250.css	(from https://acecharityafrica.org/)
12:41:10	87553/87553	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202023%2013:40:38%20GMT	https://acecharityafrica.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-includes/js/jquery/jquery.minf43b.js	(from https://acecharityafrica.org/)
12:41:10	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2009%20Aug%202023%2004:01:00%20GMT	https://acecharityafrica.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://acecharityafrica.org/)
12:41:11	15073/15073	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Oct%202025%2009:17:02%20GMT	https://acecharityafrica.org/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.32.4	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min4a4c.js	(from https://acecharityafrica.org/)
12:41:14	332001/332001	---MCZ	200	added ('OK')	application/json	date:Fri,%2010%20Oct%202025%2011:41:14%20GMT	https://acecharityafrica.org/wp-json/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-json/index.html	(from https://acecharityafrica.org/)
12:41:14	84995/84995	---MCZ	200	added ('OK')	application/json	date:Fri,%2010%20Oct%202025%2011:41:14%20GMT	https://acecharityafrica.org/wp-json/wp/v2/pages/8	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-json/wp/v2/pages/8.json	(from https://acecharityafrica.org/)
12:41:16	834/834	---MCZ	200	added ('OK')	text/xml	date:Fri,%2010%20Oct%202025%2011:41:17%20GMT	https://acecharityafrica.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/xmlrpc0db0.php	(from https://acecharityafrica.org/)
12:41:18	2144/2144	---MCZ	200	added ('OK')	application/json	date:Fri,%2010%20Oct%202025%2011:41:19%20GMT	https://acecharityafrica.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Facecharityafrica.org%2F	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-json/oembed/1.0/embedd78e.json	(from https://acecharityafrica.org/)
12:41:20	2292/2292	---MCZ	200	added ('OK')	text/xml	date:Fri,%2010%20Oct%202025%2011:41:21%20GMT	https://acecharityafrica.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Facecharityafrica.org%2F&format=xml	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-json/oembed/1.0/embed35c6	(from https://acecharityafrica.org/)
12:41:20	1977/1977	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202024%2017:18:44%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/06/cropped-favico-32x32.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/06/cropped-favico-32x32.png	(from https://acecharityafrica.org/)
12:41:21	22542/22542	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202024%2017:18:44%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/06/cropped-favico-192x192.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/06/cropped-favico-192x192.png	(from https://acecharityafrica.org/)
12:41:21	20616/20616	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202024%2017:18:44%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/06/cropped-favico-180x180.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/06/cropped-favico-180x180.png	(from https://acecharityafrica.org/)
12:41:22	38167/38167	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202024%2017:18:44%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/06/ace-logo.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/06/ace-logo.png	(from https://acecharityafrica.org/)
12:41:23	1413/1413	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202024%2017:18:45%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/Layer-12-1.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/Layer-12-1.png	(from https://acecharityafrica.org/)
12:41:25	83495/83495	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:26%20GMT	https://acecharityafrica.org/about/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/about/index.html	(from https://acecharityafrica.org/)
12:41:28	337889/337889	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202024%2017:18:45%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/home-page_-1.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/home-page_-1.png	(from https://acecharityafrica.org/)
12:41:28	86089/86089	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:27%20GMT	https://acecharityafrica.org/our-work/ace-radio-school/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/our-work/ace-radio-school/index.html	(from https://acecharityafrica.org/)
12:41:29	106785/106785	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:27%20GMT	https://acecharityafrica.org/our-team/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/our-team/index.html	(from https://acecharityafrica.org/)
12:41:29	96511/96511	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:27%20GMT	https://acecharityafrica.org/our-work/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/our-work/index.html	(from https://acecharityafrica.org/)
12:41:30	4260/4260	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202024%2017:18:45%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/08/children_siblings_icon.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/08/children_siblings_icon.png	(from https://acecharityafrica.org/)
12:41:31	69788/69788	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:32%20GMT	https://acecharityafrica.org/our-work/the-shield/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/our-work/the-shield/index.html	(from https://acecharityafrica.org/)
12:41:31	73114/73114	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:32%20GMT	https://acecharityafrica.org/our-work/learning-resource-centre/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/our-work/learning-resource-centre/index.html	(from https://acecharityafrica.org/)
12:41:31	3248/3248	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202024%2017:18:45%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/08/woman_icon.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/08/woman_icon.png	(from https://acecharityafrica.org/)
12:41:32	90115/90115	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:33%20GMT	https://acecharityafrica.org/our-work/women-youth-empowerment/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/our-work/women-youth-empowerment/index.html	(from https://acecharityafrica.org/)
12:41:32	4371/4371	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202024%2017:18:45%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/08/kids-_icon.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/08/kids-_icon.png	(from https://acecharityafrica.org/)
12:41:33	69068/69068	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:34%20GMT	https://acecharityafrica.org/our-work/advocacy/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/our-work/advocacy/index.html	(from https://acecharityafrica.org/)
12:41:33	3968/3968	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202024%2017:18:45%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/08/teacher_icon.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/08/teacher_icon.png	(from https://acecharityafrica.org/)
12:41:34	72400/72400	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:35%20GMT	https://acecharityafrica.org/our-work/sokoto-safe-space/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/our-work/sokoto-safe-space/index.html	(from https://acecharityafrica.org/)
12:41:34	94108/94108	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:35%20GMT	https://acecharityafrica.org/volunteer/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/volunteer/index.html	(from https://acecharityafrica.org/)
12:41:36	184136/184136	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:40:23%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/SSK_3446.jpg	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/SSK_3446.jpg	(from https://acecharityafrica.org/)
12:41:36	85320/85320	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:36%20GMT	https://acecharityafrica.org/publications/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/publications/index.html	(from https://acecharityafrica.org/)
12:41:36	86431/86431	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:37%20GMT	https://acecharityafrica.org/publications/blogs/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/publications/blogs/index.html	(from https://acecharityafrica.org/)
12:41:39	77022/77022	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:38%20GMT	https://acecharityafrica.org/publications/research/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/publications/research/index.html	(from https://acecharityafrica.org/)
12:41:39	78527/78527	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:39%20GMT	https://acecharityafrica.org/publications/policy-briefs/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/publications/policy-briefs/index.html	(from https://acecharityafrica.org/)
12:41:39	131764/131764	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:41:41%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/SSK_3484.jpg	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/SSK_3484.jpg	(from https://acecharityafrica.org/)
12:41:40	91368/91368	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:40%20GMT	https://acecharityafrica.org/contact/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/contact/index.html	(from https://acecharityafrica.org/)
12:41:41	226906/226906	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:46:52%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/PHOTO-2024-09-12-14-45-46-1.jpg	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/PHOTO-2024-09-12-14-45-46-1.jpg	(from https://acecharityafrica.org/)
12:41:41	137325/137325	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2014:23:31%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/SSK-53.jpg	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/SSK-53.jpg	(from https://acecharityafrica.org/)
12:41:41	159591/159591	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:20:16%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/SSK-10-5.jpg	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/SSK-10-5.jpg	(from https://acecharityafrica.org/)
12:41:42	92540/92540	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Oct%202025%2011:41:42%20GMT	https://acecharityafrica.org/donate/	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/donate/index.html	(from https://acecharityafrica.org/)
12:41:43	156288/156288	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:15:13%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/SSK-28.jpg	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/SSK-28.jpg	(from https://acecharityafrica.org/)
12:41:44	220215/220215	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:34:01%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/SSK-9.jpg	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/SSK-9.jpg	(from https://acecharityafrica.org/)
12:41:45	324239/324239	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:34:46%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/SSK-18.jpg	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/SSK-18.jpg	(from https://acecharityafrica.org/)
12:41:47	220786/220786	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:47:55%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/SSK-58.jpg	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/SSK-58.jpg	(from https://acecharityafrica.org/)
12:41:47	206599/206599	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:44:46%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/SSK.jpg	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/SSK.jpg	(from https://acecharityafrica.org/)
12:41:48	148497/148497	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20Sep%202024%2013:24:30%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/ACECHARITY-24.jpg	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/ACECHARITY-24.jpg	(from https://acecharityafrica.org/)
12:41:49	12868/12868	---M--	200	added ('OK')	image/webp	date:Mon,%2002%20Sep%202024%2017:18:45%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/07/ACE-Education-Logo-1.webp	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/07/ACE-Education-Logo-1.webp	(from https://acecharityafrica.org/)
12:41:50	23887/23887	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202024%2017:18:44%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/06/ace-logo-light.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/06/ace-logo-light.png	(from https://acecharityafrica.org/)
12:41:53	1082074/1082074	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Sep%202024%2013:09:52%20GMT	https://acecharityafrica.org/wp-content/uploads/2024/09/Artboard-1-kk.png	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-content/uploads/2024/09/Artboard-1-kk.png	(from https://acecharityafrica.org/)
12:41:53	0/0	---MCZ	200	added ('OK')	application/json	date:Fri,%2010%20Oct%202025%2011:41:53%20GMT	https://acecharityafrica.org/wp-json/metform/v1/entries/insert/220	C:/My%20Web%20Sites/Charity%20website/acecharityafrica.org/wp-json/metform/v1/entries/insert/220.json	(from https://acecharityafrica.org/)
